100,-750.6274008661267,4.0764944939065995,-38.60429753288558,32.87120687960277,25.0
200,-647.0878413063888,15.938713785171853,-7.4223750769081285,37.88419973115566,31
300,-586.4517282442702,27.717797233674556,-5.86209461657957,54.112704749317146,38
400,-815.8312626693069,0.321809152174071,-82.4413639617605,25.829976451526683,27
500,-740.8425150931581,21.205884895666482,-23.24956330191146,44.43018958753737,33
600,-795.9362000620931,1.951037923183161,-68.96994129918507,36.239318898309264,28
700,-712.2358076527031,7.741596465100904,-23.54758959628503,50.166182203199426,36
800,-700.3319976436919,20.501788567905415,-19.74595231781333,44.83079243328358,35
900,-698.6783323860814,29.325322253170874,-12.751845814608753,52.59975198864595,35
1000,-734.7533881157848,3.6996436461940454,-43.95535635472844,36.1749551067182,27
1100,-538.5796287423893,19.5871410977217,8.287392162320668,58.692098939627016,41
1200,-783.5072026680845,8.314949426281611,-36.809391527504864,49.84287399205499,34
1300,-681.9396340561536,17.36024364811764,-25.63195483900081,48.843406481806426,33
1400,-619.2629831928163,17.082092257809066,-6.240820171373956,44.02490078860578,31
1500,-829.4454861529713,19.48282492011828,-66.40375230210803,38.188177123012814,30
1600,-769.9850744741166,25.381132144730813,-16.757048692837692,41.231115265759314,30
1700,-830.3578016240336,-20.541711707521575,-44.32196666352601,-12.003852073544097,5
1800,-1428.4768404491738,-17.37172490876651,-124.58685667592528,-24.50686025012249,0
1900,-1037.0056475854017,-38.362288683640706,-142.15329340261732,-22.987353373043433,20
2000,-98.70558492688362,-34.84371542505209,18.171754855977298,-43.67756334913028,26
2100,103.47394623763195,31.42981711826321,42.998270183595686,29.553525304461218,37
2200,170.57328348891463,51.773242940559214,64.56264380706094,54.785118137055115,47
2300,77.64439192616457,17.2116242120544,37.83129680284794,23.441423865731736,35
2400,162.9810406061777,39.76116049086494,75.08015929204119,48.39804156749117,50
2500,231.2464868005088,50.680379636389304,94.12457146412271,86.83668277859877,57
2600,280.9125614594541,88.94780877156954,103.41638341225728,88.9695014032523,61
2700,287.23904145305465,87.15570764257585,107.59522977608067,92.85586822532665,62
2800,299.0213247024241,80.10719171605575,118.07788729461448,101.12124858013803,66
2900,275.40795109745306,82.7263956912328,104.1922348560731,89.04466944802726,61
3000,275.3888913728265,67.92814301535442,110.55310979912021,97.18636487213247,64
3100,289.43902632835136,69.0929727762918,116.58584277846361,104.09600111544083,65
3200,220.35769264209398,24.5904665900122,101.84109055864921,94.26889679458063,60
3300,267.1045261345573,40.46187070888801,117.36851962647843,109.67469566116381,66
3400,308.92910901311103,85.094481680665,117.08210567507784,107.14454930366003,66
3500,286.82929566565525,79.66937983947412,108.50311236036053,98.89222869157602,61
3600,281.8675106285025,74.36231164257747,109.36319118031966,98.53722313628195,66
3700,203.49766587980287,47.76114804714201,85.01613919315093,71.19484232444341,53
3800,281.34880436402966,77.7056905384104,107.20940201385493,97.40769772944533,62
3900,212.66810507230466,57.284032569110444,83.65322844911688,71.99874454084116,53
4000,177.32206435806285,44.59253937660495,69.95276446741487,63.134386167315796,49
4100,243.67350491583977,73.83172493439169,90.39469038613393,79.79223691262088,56
4200,220.05877834507774,70.4013154345926,77.4606190788556,73.23363581427432,52
4300,318.33478203123633,103.27826646314848,111.48813145889025,104.07132211169906,63
4400,196.75176293300433,61.650006227611655,76.72891619276453,58.98090124215235,51
